Id,Heading,Politik,Utbildning,Religion,Miljo,Ekonomi,LivsstilFritt,SamhalleKonflikter,Halsa,Idrott,VetenskapTeknik
1425,Finansiell stabilitet och finansmarknadsfrågor,1,0,0,0,1,0,0,0,0,0
1426,Riksbankens förvaltning 2020,1,0,0,0,0,0,0,0,0,0
1427,Utvärdering av penningpolitiken för perioden 2018–2020,1,0,0,0,1,0,0,0,0,0
1430,Förbättrat stöd till företag med anledning av coronapandemins konsekvenser,0,0,0,0,1,0,0,1,0,0
1431,Sveriges genomförande av Agenda 2030,1,0,0,0,0,0,0,0,0,0
1432,Några frågor om clearing av OTC-derivat och om transaktioner för värdepappersfinansiering,0,0,0,0,1,0,0,0,0,0
1433,Utgiftsområde 25 Allmänna bidrag till kommuner,1,0,0,0,1,0,0,0,0,0
1434,Årsredovisning för staten 2020,1,0,0,0,0,0,0,0,0,0
1435,Medgivande för Riksbanken att ge kredit till IMF,0,0,0,0,1,0,0,0,0,0
1436,Förlängda och förstärkta stöd och ersättningar med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1437,Ändringar i regelverket om hantering av finansiella företag i kris,0,0,0,0,1,0,0,0,0,0
1439,Godkännande av rådets beslut om systemet för EU:s egna medel för perioden 2021 och framåt,1,0,0,0,0,0,0,0,0,0
1440,Förlängd rätt till ersättning för riskgrupper med anledning av coronaviruset,0,0,0,0,1,0,0,1,0,0
1441,Ändringar i regelverket om kapitaltäckning,0,0,0,0,1,0,0,0,0,0
1442,Mer träffsäkra krisstöd för företag för att möta coronapandemins konsekvenser,0,0,0,0,0,0,0,1,0,0
1443,Uppskjuten tillämpning av kravet att upprätta redovisning i Esef-format,1,0,0,0,0,0,0,0,0,0
1444,Utgiftsområde 26 Statsskuldsräntor m.m.,0,0,0,0,1,0,0,0,0,0
1445,"Stöd till företag, medel för vaccinering och andra åtgärder med anledning av coronaviruset",0,0,0,0,1,0,0,1,0,0
1446,Vissa ändrade regler inom sjukförsäkringen,0,0,0,0,1,0,0,1,0,0
1447,"Förstärkta stöd till företag, nedsättning av arbetsgivaravgifter för unga och andra åtgärder med anledning av coronaviruset",0,0,0,0,0,0,0,1,0,0
1448,"Förlängda ersättningar på sjukförsäkringsområdet, stöd till företag och andra åtgärder med anledning av coronaviruset",0,0,0,0,0,0,0,1,0,0
1449,Förlängda och förstärkta stöd vid korttidsarbete och omställningsstöd för företag med anledning av coronaviruset,0,0,0,0,0,0,0,1,0,0
1450,Värdlandsavtal mellan Sverige och Banken för internationell betalningsutjämning (BIS),0,0,0,0,1,0,0,0,0,0
1451,Ändringar i statens budget för 2021 – Stöd till äldreomsorgen med anledning av coronaviruset,1,0,0,0,0,0,0,1,0,0
1452,Genomförande av ändringar i Solvens II-direktivet,1,0,0,0,0,0,0,0,0,0
1453,Riksrevisionens rapport om Finansinspektionens arbete för att motverka intressekonflikter,1,0,0,0,1,0,0,0,0,0
1454,"Förlängda ersättningar på sjukförsäkringsområdet, stöd till företag, kultur och idrott samt andra åtgärder med anledning av coronaviruset",0,0,0,0,1,1,0,1,1,0
1455,Utgiftsområde 27 Avgiften till Europeiska unionen,1,0,0,0,0,0,0,0,0,0
1456,Nya kapitaltäckningsregler för värdepappersbolag,0,0,0,0,1,0,0,0,0,0
1457,Riksrevisionens rapport om statliga stöd med delat myndighetsansvar,1,0,0,0,1,0,0,0,0,0
1458,"Förlängda ersättningar på sjukförsäkringsområdet, stöd till företag, kultur, idrott och civilsamhälle samt andra åtgärder med anledning av coronaviruset",0,0,0,0,1,1,0,1,1,0
1459,Redovisning av AP-fondernas verksamhet t.o.m. 2019,0,0,0,0,1,0,0,0,0,0
1460,Ändring i riksbankslagen till stöd för samarbete med internationella organ,1,0,0,0,1,0,0,0,0,0
1461,Stärkt konsumentskydd på inlåningsmarknaden,0,0,0,0,1,0,0,0,0,0
1463,Utgiftsområde 6 Försvar och samhällets krisberedskap,0,0,0,0,1,0,1,0,0,0
1464,Hanteringen av använt kärnbränsle,0,0,0,1,0,0,0,0,0,0
1465,Skärpta regler avseende hanteringen av sprängämnesprekursorer,0,0,0,1,0,0,1,0,0,0
1466,En effektivare kommunal räddningstjänst,0,0,0,0,0,0,1,0,0,0
1467,Totalförsvaret 2021-2025,0,0,0,0,0,0,1,0,0,0
1468,Integritetsskydd vid signalspaning i försvarsunderrättelseverksamhet,0,0,0,0,0,0,1,0,0,1
1469,Kompletterande bestämmelser till EU:s cybersäkerhetsakt,0,0,0,0,0,0,1,0,0,1
1470,Samhällets krisberedskap,0,0,0,0,0,0,1,0,0,0
1471,Militära frågor och frågor om Försvarsmaktens personal,0,0,0,0,0,0,1,0,0,0
1472,Skärpt kontroll över explosiva varor,0,0,0,0,0,0,1,0,0,0
1473,Utgiftsområde 4 Rättsväsendet,0,0,0,0,0,0,1,0,0,0
1474,Åtgärder till skydd för Sveriges säkerhet vid överlåtelser av säkerhetskänslig verksamhet,0,0,0,0,0,0,1,0,0,0
1475,Genomförande av 2017 års ändringsdirektiv till EU:s vapendirektiv,0,0,0,0,0,0,1,0,0,0
1476,Säkerhetsprövning av domare och några andra frågor som rör Domarnämnden,0,0,0,0,0,0,1,0,0,0
1477,Tillträdesförbud till butik och förstärkt straffrättsligt skydd mot tillgreppsbrottslighet,0,0,0,0,0,0,1,0,0,0
1478,En ny straffbestämmelse som skyddar betalningsverktyg,0,0,0,0,0,0,1,0,0,0
1479,Ökad ordning och säkerhet i frivården,0,0,0,0,0,0,1,1,0,0
1480,Sveriges tillträde till Europarådets konvention om it-relaterad brottslighet,0,0,0,0,0,0,1,0,0,1
1481,Redovisning av åtgärder i enlighet med målsättningarna i det nationella brottsförebyggande programmet Tillsammans mot brott,0,0,0,0,0,0,1,0,0,0
1482,Redovisning av användningen av hemliga tvångsmedel under 2019,0,0,0,0,0,0,1,0,0,0
1483,2020 års redogörelse för tillämpningen av lagen om särskild utlänningskontroll,1,0,0,0,0,0,1,0,0,0
1484,Utvidgad förundersökningsrätt för Tullverket,0,0,0,0,0,0,1,0,0,0
1485,Riksrevisionens rapport om effektiviteten vid Kriminalvårdens anstalter,0,0,0,0,0,0,1,0,0,0
1486,En särskild straffbestämmelse för uppmaning till självmord,0,0,0,0,0,0,1,0,0,0
1487,Utökade kontroll- och stödmöjligheter avseende skyddstillsynsdömda,0,0,0,0,0,0,1,0,0,0
1495,Ett förstärkt medarbetarskydd för polisanställda,0,0,0,0,0,0,1,0,0,0
1497,Omständigheter som särskilt ska beaktas som skäl för livstids fängelse för mord,0,0,0,0,0,0,1,0,0,0
1498,Riksrevisionens rapport om Polismyndighetens arbete i utsatta områden,0,0,0,0,0,0,1,0,0,0
1499,Mer ändamålsenliga sammansättningsregler för mark- och miljödomstolarna,0,0,0,0,0,0,1,0,0,0
1500,Regler om internationellt samarbete anpassas till nya regler om skyddstillsyn och tillträdesförbud till butik,0,0,0,0,0,0,1,0,0,0
1501,Barn som bevittnar brott,0,0,0,0,0,0,1,0,0,0
1502,Utvidgade möjligheter att utreda förlisningen av passagerarfartyget Estonia,0,0,0,0,0,0,1,0,0,0
1503,Tullverket ges en utökad möjlighet att ingripa mot brott,0,0,0,0,0,0,1,0,0,0
1504,Kompletterande bestämmelser till vissa delar av avtalet mellan Europeiska unionen och Förenade kungariket,0,0,0,0,0,0,1,0,0,0
1505,Översyn av regleringen om sluten ungdomsvård,0,0,0,0,0,0,1,0,0,0
1506,Digital kommunikation i domstolsprocesser,0,0,0,0,0,0,1,0,0,0
1507,Redogörelse för verksamheten inom den gemensamma parlamentariska kontrollgruppen för Europol och den svenska delegationens arbete under 2020,1,0,0,0,0,0,1,0,0,0
1508,Åtgärder för att förbättra polisens effektivitet,0,0,0,0,0,0,1,0,0,0
1509,Effektivare hantering av häktningar och minskad isolering,0,0,0,0,0,0,1,0,0,0
1510,En strängare syn på hantering av vapen och explosiva varor,0,0,0,0,0,0,1,0,0,0
1511,Utvidgade möjligheter att förvandla obetalda böter till fängelse,0,0,0,0,0,0,1,0,0,0
1512,Ändrade bestämmelser om fotografier och fingeravtryck i SIS II-regelverket,0,0,0,0,0,0,1,0,0,0
1513,En tydligare koppling mellan villkorlig frigivning och deltagande i återfallsförebyggande åtgärder,0,0,0,0,0,0,1,0,0,0
1514,Kompletterande bestämmelser till EU:s förordning om ömsesidigt erkännande av beslut om frysning och beslut om förverkande,1,0,0,0,0,0,1,0,0,0
1515,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid",0,0,0,0,0,1,0,0,0,0
1524,Politik för konstnärers villkor,1,0,0,0,0,1,0,0,0,0
1525,Utgiftsområde 1 Rikets styrelse,1,0,0,0,0,0,0,0,0,0
1529,Justitieombudsmännens ämbetsberättelse,1,0,0,0,0,0,0,0,0,0
1530,"Upphävande av bestämmelse i lagen om författningssamlingar för riksdagsförvaltningen, Riksbanken och Riksrevisionen",1,0,0,0,0,0,0,0,0,0
1531,Uppföljning av riksdagens arbete under coronapandemin,1,0,0,0,0,0,0,1,0,0
1532,2020 års rapport om rättsstatsprincipen,1,0,0,0,0,0,0,0,0,0
1534,En konsultationsordning i frågor som rör det samiska folket,1,0,0,0,0,0,0,0,0,0
1535,Riksrevisionens årsredovisning för 2020,1,0,0,0,0,0,0,0,0,0
1536,Trossamfund och begravningsfrågor,0,0,1,0,0,0,0,0,0,0
1537,"Offentlighet, sekretess och integritet",1,0,0,0,0,0,0,0,0,0
1538,Behandlingen av riksdagens skrivelser,1,0,0,0,0,0,0,0,0,0
1539,Granskningsbetänkande våren 2021,1,0,0,0,0,0,0,0,0,0
1542,Behandlingen av riksdagens skrivelser,1,0,0,0,0,0,0,0,0,0
1547,"Kommittéberättelse – kommittéernas verksamhet under 2020, m.m.",1,0,0,0,0,0,0,0,0,0
1548,Indelning i utgiftsområden,1,0,0,0,0,0,0,0,0,0
1549,Riksrevisionens rapport om automatiserat beslutsfattande i statsförvaltningen,1,0,0,0,0,0,0,0,0,0
1550,Riksrevisionens rapport om granskningsnämndens granskning av public service,1,0,0,0,0,0,0,0,0,0
1551,En moderniserad radio- och tv-lag,1,0,0,0,0,1,0,0,0,0
1552,Verksamhetsredogörelser för riksdagens nämnder,1,0,0,0,0,0,0,0,0,0
1553,Tidsbegränsad lösning för att säkerställa tillgång till skolinformation,0,1,0,0,0,0,0,0,0,0
1554,Undantag från sekretess för vissa beslut som rör stöd vid korttidsarbete,0,0,0,0,1,0,0,0,0,0
1555,Ett institut för mänskliga rättigheter,0,0,0,0,0,0,1,0,0,0
1556,Ett institut för mänskliga rättigheter,0,0,0,0,0,0,1,0,0,0
1557,Några sekretessfrågor på finansmarknadsområdet,0,0,0,0,1,0,0,0,0,0
1558,Uppföljning av riksdagens tillämpning av subsidiaritetsprincipen,1,0,0,0,1,0,0,0,0,0
1559,Förskottsbetalning i vissa ärenden om utlämnande av allmän handling,1,0,0,0,1,0,0,0,0,0
1560,Höjd åldersgräns för uttag av ålderspension,0,0,0,0,1,0,0,0,0,0
1561,Sekretess för uppgifter om statliga tjänstepensionsförmåner,0,0,0,0,1,0,0,0,0,0
1562,Tystnadsplikt vid utkontraktering av teknisk bearbetning eller lagring av uppgifter,0,0,0,0,0,0,1,0,0,1
1563,Utgiftsområde 20 Allmän miljö- och naturvård,0,0,0,1,0,0,0,0,0,0
1566,Granskning av kommissionens meddelande om en kemikaliestrategi för hållbarhet,0,0,0,1,0,0,0,0,0,0
1570,Naturvård och biologisk mångfald,0,0,0,1,0,0,0,0,0,0
1572,Material och produkter avsedda att komma i kontakt med livsmedel,0,0,0,0,1,0,1,0,0,0
1574,"Utgiftsområde 23 Areella näringar, landsbygd och livsmedel",0,0,0,0,1,0,0,0,0,0
1575,Reduktionsplikt för flygfotogen,0,0,0,0,1,0,0,0,0,0
1576,Förbud mot otillbörliga handelsmetoder vid köp av jordbruks- och livsmedelsprodukter,0,0,0,0,1,0,0,0,0,0
1578,Reduktionsplikt för bensin och diesel – kontrollstation 2019,1,0,0,1,1,0,0,0,0,0
1579,Hållbarhetskriterier – genomförande av det omarbetade förnybartdirektivet,0,0,0,1,0,0,0,0,0,0
1580,Genomförandet av EU:s ramdirektiv för vatten,1,0,0,1,0,0,0,0,0,0
1581,Riksrevisionens rapport om statliga åtgärder för fler miljöbilar,0,0,0,1,0,0,0,0,0,0
1582,Nytt regelverk för handel med utsläppsrätter,0,0,0,1,0,0,0,0,0,0
1584,En anpassning av bestämmelser om kontroll i livsmedelskedjan till EU:s nya kontrollförordning,0,0,0,0,0,0,1,0,0,0
1585,Kompletterande bestämmelser med anledning av den nya EU-förordningen om spritdrycker och EU:s tillträde till Genèveakten,0,0,0,0,0,0,1,0,0,0
1588,Utgiftsområde 24 Näringsliv,0,0,0,0,1,0,0,0,0,0
1589,Konkurrensverkets befogenheter,0,0,0,0,1,0,0,0,0,0
1590,Riksrevisionens rapport om Kommerskollegiums arbete mot handelshinder,0,0,0,0,1,0,0,0,0,0
1591,Riksrevisionens rapport om regionala strukturfondspartnerskap,0,0,0,0,1,0,0,0,0,0
1593,Regional utvecklingspolitik,0,0,0,0,1,0,0,0,0,0
1594,Särskilt investeringsutrymme för elnätsverksamhet – investeringar i ökad nätkapacitet,0,0,0,0,1,0,0,0,0,0
1595,Natura 2000-tillstånd vid ansökan om bearbetningskoncession,0,0,0,1,0,0,1,0,0,0
1596,Regelförenkling för företag,0,0,0,0,1,0,0,0,0,0
1598,Gränsöverskridande tillgång till radio- och tv-program,0,0,0,0,0,1,0,0,0,0
1599,Utgiftsområde 19 Regional utveckling,0,0,0,0,1,0,0,0,0,0
1602,Moderna tillståndsprocesser för elnät,0,0,0,0,1,0,0,0,0,0
1603,Stärkt skydd för geografiska beteckningar och tydligare regler vid registrering av varumärken och företagsnamn i ond tro,0,0,0,0,1,0,0,0,0,0
1604,Nationell strategi för hållbar regional utveckling i hela landet 2021–2030,0,0,0,1,1,0,0,0,0,0
1605,Kommissionens meddelande om en handlingsplan för immateriella rättigheter,1,0,0,1,0,0,0,0,0,0
1606,Riksrevisionens rapport om effektutvärderingar av näringspolitiken,1,0,0,1,0,0,0,0,0,0
1607,Tidsfrister och kontaktpunkt för att främja tillförsel av förnybar energi,0,0,0,1,0,0,0,0,0,0
1608,Kommissionens meddelande om en översyn av handelspolitiken,1,0,0,0,1,0,0,0,0,0
1609,Anpassningar till EU:s marknadskontrollförordning,1,0,0,0,1,0,0,0,0,0
1611,Åtgärder avseende stöd vid korttidsarbete,0,0,0,0,1,0,0,0,0,0
1612,2020 års redogörelse för företag med statligt ägande,0,0,0,0,1,0,0,0,0,0
1613,Kapacitetsbrist i elnäten,0,0,0,0,1,0,0,0,0,0
1614,Elcertifikat – stoppregel och kontrollstation 2019,0,0,0,0,1,0,0,0,0,0
1615,Riksrevisionens rapport om samverkansprogram och strategiska innovationsprogram,1,0,0,0,0,0,0,0,0,0
1616,Kommissionens vitbok om utländska subventioner på den inre marknaden,1,0,0,0,1,0,0,0,0,0
1618,Kommissionens meddelande om en handlingsplan för immateriella rättigheter,1,0,0,0,1,0,0,0,0,0
1619,Utgiftsområde 10 Ekonomisk trygghet vid sjukdom och funktionsnedsättning,0,0,0,0,1,0,0,1,0,0
1620,Riksrevisionens rapport om vägen till arbete efter nekad sjukpenning,1,0,0,0,1,0,0,1,0,0
1621,Förlängd ersättning till riskgrupper,0,0,0,0,1,0,0,1,0,0
1622,Försörjningskravet för uppehållstillstånd enligt tillfälliga lagen,0,0,0,0,1,0,1,0,0,0
1625,Uppenbart ogrundade ansökningar och fastställande av säkra ursprungsländer,0,0,0,0,0,0,1,0,0,0
1629,Ytterligare förstärkt nedsättning av arbetsgivaravgifter för personer som arbetar med forskning eller utveckling,0,0,0,0,1,0,0,0,0,1
1630,Utgiftsområde 11 Ekonomisk trygghet vid ålderdom,0,0,0,0,1,0,0,0,0,0
1633,Tillfällig nedsättning av arbetsgivaravgifter för upp till två anställda,0,0,0,0,1,0,0,0,0,0
1634,Ökad säkerhet för vissa identitets- och uppehållshandlingar – anpassning av svensk rätt till en ny EU-förordning,0,0,0,0,0,0,1,0,0,0
1635,Vissa identitetsfrågor inom utlänningsrätten,0,0,0,0,0,0,1,0,0,0
1636,Förlängning av reglerna om förebyggande sjukpenning för riskgrupper,1,0,0,0,0,0,0,1,0,0
1637,En utvidgad bidragsbrottslag,0,0,0,0,1,0,1,0,0,0
1638,Kompletterande regler för uppehållstillstånd vid gymnasiestudier,0,1,0,0,0,0,1,0,0,0
1639,Ändrade regler i utlänningslagen,0,0,0,0,0,0,1,0,0,0
1640,Testning vid verkställighet av utvisningsbeslut,0,0,0,0,0,0,1,0,0,0
1641,Utgiftsområde 12 Ekonomisk trygghet för familjer och barn,0,0,0,0,1,0,0,0,0,0
1643,Kompletterande bestämmelser till utträdesavtalet mellan Förenade kungariket och EU i fråga om medborgarnas rättigheter,0,0,0,0,0,0,1,0,0,0
1644,Riksrevisionens rapport om återvändandeverksamheten,1,0,0,0,1,0,0,0,0,0
1645,Behandling av känsliga personuppgifter i testverksamhet enligt utlänningsdatalagen,0,0,0,0,0,0,1,0,0,0
1646,Direktåtkomst för Migrationsverket,0,0,0,0,0,0,1,0,0,0
1647,Riksrevisionens rapport om flerbarnstillägget i barnbidraget,0,0,0,0,1,0,0,0,0,0
1648,"Utgiftsområde 3 Skatt, tull och exekution",0,0,0,0,1,0,0,0,0,0
1649,Motåtgärder på skatteområdet mot icke samarbetsvilliga jurisdiktioner och vissa andra inkomstskattefrågor,0,0,0,0,1,0,0,0,0,0
1650,Säkrare samordningsnummer och bättre förutsättningar för korrekta uppgifter i folkbokföringen,0,0,0,0,1,0,0,0,0,0
1651,Tullfrågor och Tullverkets utökade möjligheter att besluta om postspärrar,0,0,0,0,1,0,1,0,0,0
1652,Pausad BNP-indexering för drivmedel,0,0,0,0,1,0,0,0,0,0
1653,Skattereduktion för förvärvsinkomster och utvidgad tidsgräns för expertskatt,0,0,0,0,1,0,0,0,0,0
1654,Granskning av meddelande om en handlingsplan för rättvis och enkel beskattning till stöd för återhämtningsstrategin,0,0,0,0,1,0,0,0,0,0
1655,Förstärkt och förenklad miljöstyrning i bonus–malus-systemet,0,0,0,1,0,0,0,0,0,0
1656,Tillfällig utvidgning av statligt stöd genom nedsatt energiskatt,0,0,0,0,1,0,0,0,0,0
1658,"Företag, kapital och fastighet",0,0,0,0,1,0,0,0,0,0
1659,Riksrevisionens rapport om RUT-avdraget,0,0,0,0,1,0,0,0,0,0
1662,Skatteförfarande och folkbokföring,0,0,0,0,1,0,0,0,0,0
1663,Genomförande av bestämmelsen i EU:s direktiv mot skatteundandraganden för att motverka omvända hybrida missmatchningar,1,0,0,0,1,0,0,0,0,0
1664,Slopad nedsättning av energiskatt på bränslen i vissa sektorer,0,0,0,0,1,0,0,0,0,0
1665,Utökad befrielse från energiskatt för egenproducerad el,0,0,0,0,1,0,0,0,0,0
1666,En heltäckande tobaksbeskattning – för ökad tydlighet och enhetlighet,0,0,0,0,1,0,0,0,0,0
1667,Nya EU-bestämmelser om tullkontroller av kontanta medel,0,0,0,0,1,0,0,0,0,0
1668,Justerad beräkning av bilförmån,0,0,0,0,1,0,0,0,0,0
1669,Redovisning av skatteutgifter 2021,0,0,0,0,1,0,0,0,0,0
1670,Ändrade regler för taxering av lantbruksenheter och för automatiserat beslutsfattande vid fastighetstaxeringen,0,0,0,0,1,0,0,0,0,0
1671,Ändrade regler för mervärdesskatt vid handel med avfall och skrot,0,0,0,0,1,0,0,0,0,0
1672,Riksrevisionens rapport om särskild löneskatt för äldre,0,0,0,0,1,0,0,0,0,0
1673,Tillfällig skatte- och avgiftsfrihet för förmån av fri parkering och gåva till anställda,0,0,0,0,1,0,0,0,0,0
1674,Subsidiaritetsprövning av kommissionens förslag om ändring av vissa befogenheter i mervärdesskattedirektivet,0,0,0,0,1,0,0,0,0,0
1675,Uppsägning av skatteavtalet mellan Sverige och Grekland,0,0,0,0,1,0,0,0,0,0
1676,Uppsägning av skatteavtalet mellan Sverige och Portugal,0,0,0,0,1,0,0,0,0,0
1677,Anpassning av lagen om omställningsstöd,1,0,0,0,0,0,0,0,0,0
1678,Pausad BNP-indexering av skatten på bensin och diesel för 2022,0,0,0,0,1,0,0,0,0,0
1679,Delegationsbestämmelser för Skatterättsnämnden och Forskarskattenämnden och några ändringar i fråga om informationsutbyte på skatteområdet,0,0,0,0,1,0,0,0,0,0
1680,Ekonomiskt arbetsgivarbegrepp - förändrade skatteregler vid tillfälligt arbete i Sverige,0,0,0,0,1,0,0,0,0,0
1681,Skattereduktion för boende i vissa glest befolkade områden – regional skattereduktion,0,0,0,0,1,0,0,0,0,0
1682,Omvänd skattskyldighet vid omsättning av vissa varor,0,0,0,0,1,0,0,0,0,0
1683,Vissa ändringar i skattelagstiftningen till följd av resolutionsregelverket,0,0,0,0,1,0,0,0,0,0
1684,Justerande bestämmelser om avdrag för koncernbidragsspärrade underskott och avdrag för negativt räntenetto,0,0,0,0,1,0,0,0,0,0
1685,"Utgiftsområde 9 Hälsovård, sjukvård och social omsorg",1,0,0,0,1,0,0,1,0,0
1686,Huvudmannaskap för personlig assistans,0,0,0,0,0,0,0,1,0,0
1687,Avgiftsfritt pneumokockvaccin för vissa grupper,0,0,0,0,0,0,0,1,0,0
1690,Covid-19-pandemin och därmed sammanhängande frågor,0,0,0,0,0,0,0,1,0,0
1692,Hälso- och sjukvårdens organisation m.m.,0,0,0,0,0,0,0,1,0,0
1693,Kompetensförsörjning inom hälso- och sjukvården m.m.,0,0,0,0,0,0,0,1,0,0
1695,Frågor om placerade barn och unga,0,0,0,0,0,0,1,0,0,0
1696,Inriktningen för en nära och tillgänglig vård - en primärvårdsreform,0,0,0,0,0,0,0,1,0,0
1697,"Alkohol-, narkotika-, dopnings-, tobaks- och spelfrågor",0,0,0,0,0,0,1,0,0,0
1698,Språkplikt – deltagande i vuxenutbildning i svenska för invandrare (sfi) för rätt till försörjningsstöd,0,1,0,0,1,0,0,0,0,0
1699,Lag om estetiska kirurgiska ingrepp och estetiska injektionsbehandlingar,1,0,0,0,0,0,0,1,0,0
1702,"En förnyad strategi för politiken avseende alkohol, narkotika, dopning, tobak och nikotin samt spel om pengar 2021–2025",1,0,0,0,0,0,1,0,0,0
1703,Förebyggande av våld i nära relationer,0,0,0,0,0,0,1,0,0,0
1704,Riksrevisionens rapport om granskning av statens styrning av äldreomsorgen,0,0,0,0,0,0,1,1,0,0
1705,Uppföljning och utvärdering av ekonomiskt stöd till äldreomsorgen,0,0,0,0,1,0,0,1,0,0
1706,Ett modernt regelverk för Allmänna arvsfonden,0,0,0,0,1,0,0,0,0,0
1707,Redovisning av fördelning av medel från Allmänna arvsfonden under budgetåret 2019,0,0,0,0,1,0,0,0,0,0
1708,Stärkt kompetens i vård och omsorg – reglering av undersköterskeyrket,1,0,0,0,1,0,0,1,0,0
1709,Avgift för intyg om godkänd bastjänstgöring,0,0,0,0,1,0,1,0,0,0
1710,Anpassningar till EU:s nya förordningar om medicintekniska produkter – del 2,1,0,0,0,0,0,0,1,0,0
1711,Vård av unga vid Statens institutionsstyrelses särskilda ungdomshem,0,0,0,0,0,0,1,1,0,0
1712,Fortsatt giltighet av lagen om tillfälliga smittskyddsåtgärder på serveringsställen,0,0,0,0,1,0,1,1,0,0
1713,Grönbok om åldrande – Främja solidaritet och ansvar mellan generationerna,0,0,0,0,0,0,1,0,0,0
1715,Vaccininköp och vaccinleveranser,0,0,0,0,0,0,0,1,0,0
1717,Uppföljning av vaccinationer mot covid-19,0,0,0,0,0,0,0,1,0,0
1718,"Övervägande av vårdnadsöverflyttning, revidering av vårdplan för placerade barn och särskilda lämplighetskrav för offentliga biträden",1,0,0,0,0,0,0,1,0,0
1719,Förlängning av lagen om tillfälliga smittskyddsåtgärder på serveringsställen,1,0,0,0,0,0,0,1,0,0
1720,Stöd till personer med funktionsnedsättning,0,0,0,0,0,0,0,1,0,0
1721,Apoteks- och läkemedelsfrågor,0,0,0,0,0,0,0,1,0,0
1723,Utgiftsområde 22 Kommunikationer,1,0,0,0,1,0,0,0,0,0
1724,Ytterligare kompletterande bestämmelser till EU:s förordning om elektronisk identifiering,1,0,0,0,0,0,0,0,0,0
1725,Transportstyrelsens olycksdatabas,0,0,0,0,0,0,1,0,0,1
1726,Förarbevis för vattenskoter,0,0,0,0,0,0,1,0,0,0
1727,Utbyte av körkort som utfärdats i Färöarna eller Förenade kungariket,0,0,0,0,0,0,1,0,0,0
1748,"Forskning, frihet, framtid – kunskap och innovation för Sverige",0,1,0,0,0,1,0,0,0,1
1749,Bättre studiestöd högre upp i åldrarna,0,1,0,0,1,0,0,0,0,0
1750,Möjlighet för regeringen att tillfälligt frångå huvudregeln för fördelning av platser vid urval till högskolan vid extraordinära händelser i fredstid,0,1,0,0,0,0,0,0,0,0
1751,Vissa insatser för ökad lärarkompetens,0,1,0,0,0,0,0,0,0,0
1752,Utgiftsområde 15 Studiestöd,0,1,0,0,1,0,0,0,0,0
1753,Stiftelsen Riksbankens Jubileumsfonds verksamhet och årsredovisning 2020,0,0,0,0,1,0,0,0,0,0
1754,"Riksrevisionens rapport om styrning av ämneslärarutbildningen vid Högskolan i Gävle, Linnéuniversitetet och Stockholms universitet",0,1,0,0,0,0,0,0,0,0
1755,Dröjsmålstalan vid erkännande av yrkeskvalifikationer,0,0,0,0,1,0,0,0,0,0
1756,"Riksrevisionens rapport om undantag från skolplikten - regler, tillämpning och tillsyn",0,1,0,0,0,0,0,0,0,0
1757,En oberoende utredning av Sveriges del i PISA 2018,0,1,0,0,0,0,0,0,0,0
1758,Fortsatt giltighet av lagen om vissa register för forskning om vad arv och miljö betyder för människors hälsa,0,0,0,1,0,0,0,1,0,0
1759,Riksrevisionens rapport om holdingbolag vid universitet och högskolor,0,1,0,0,0,0,0,0,0,0
1762,Möjlighet till betyg från årskurs 4,0,1,0,0,0,0,0,0,0,0
1763,Fortsatt svenskt deltagande i Natos utbildnings- och rådgivningsinsats Resolute Support Mission i Afghanistan,0,0,0,0,0,0,1,0,0,0
1764,Fortsatt svenskt deltagande i den militära utbildningsinsatsen i Irak,0,0,0,0,0,0,1,0,0,0
1765,Svenskt deltagande i Förenta nationernas stabiliseringsinsats i Mali,0,0,0,0,0,0,1,0,0,0
1766,Säkerhetspolitisk inriktning - Totalförsvaret 2021-2025,0,0,0,0,0,0,1,0,0,0
1767,Internationella försvarssamarbeten,0,0,0,0,0,0,1,0,0,0
1768,Utgiftsområde 5 Internationell samverkan,0,0,0,0,0,0,1,0,0,0
1769,Verksamheten i Europeiska unionen under 2020,0,0,0,0,0,0,1,0,0,0
1770,Riksrevisionens granskning av Sidas garantiverksamhet,1,1,0,0,0,0,0,0,0,0
1771,Organisationen för säkerhet och samarbete i Europa (OSSE),0,0,0,0,0,0,1,0,0,0
1776,Internationella konsekvenser av covid-19-pandemin,0,0,0,0,0,0,1,1,0,0
1777,Utgiftsområde 7 Internationellt utvecklingssamarbete,0,0,0,0,0,0,1,0,0,0
1778,Kompletterande bestämmelser till EU:s förordning om utländska direktinvesteringar,1,0,0,0,1,0,0,0,0,0
1780,Kommissionens arbetsprogram 2021,1,0,0,0,0,0,0,0,0,0
1784,Strategisk exportkontroll 2020 - krigsmateriel och produkter med dubbla användningsområden,0,0,0,0,0,0,1,0,0,0
1785,Utgiftsområde 13 Jämställdhet och nyanlända invandrares etablering,0,0,0,0,0,0,1,0,0,0
1787,Genomförande av arbetsvillkorsdirektivet,0,0,0,0,1,0,0,0,0,0
1788,"Flexibilitet, omställningsförmåga och trygghet på arbetsmarknaden",0,0,0,0,1,0,0,0,0,0
1789,Riksrevisionens rapport om bosättningslagen,1,0,0,0,0,0,1,0,0,0
1790,Genomförande av balansdirektivet,0,0,0,0,1,0,0,0,0,0
